unet_lpips,unet_ssim,unet_psnr,unet_ms_ssim,unet_brisque,srunet_lpips,srunet_ssim,srunet_psnr,srunet_ms_ssim,srunet_brisque,quant_unet_lpips,quant_unet_ssim,quant_unet_psnr,quant_unet_ms_ssim,quant_unet_brisque,quant_srunet_lpips,quant_srunet_ssim,quant_srunet_psnr,quant_srunet_ms_ssim,quant_srunet_brisque
0.4597822427749634,0.8948421478271484,21.23910140991211,0.6919593811035156,153.59100341796875,0.567412257194519,0.8880189061164856,20.196950912475586,0.6708243489265442,153.59100341796875,0.314508318901062,0.9058229327201843,28.810081481933594,0.8777358531951904,21.83807373046875,0.34152790904045105,0.9059324264526367,29.058223724365234,0.878185510635376,29.37078857421875
0.47515228390693665,0.8868813514709473,21.180879592895508,0.68625807762146,153.59100341796875,0.5782153010368347,0.880158007144928,20.150835037231445,0.6651646494865417,153.59100341796875,0.33974072337150574,0.8986043930053711,28.602083206176758,0.8711116313934326,24.01824951171875,0.3686154782772064,0.8985897898674011,28.805034637451172,0.8713076710700989,32.23944091796875
0.46966421604156494,0.8875626921653748,21.196487426757812,0.6867585182189941,153.59100341796875,0.5753347873687744,0.8808586597442627,20.167320251464844,0.6658437848091125,153.59100341796875,0.3369918465614319,0.8995203375816345,28.72076416015625,0.8729199767112732,24.83172607421875,0.36504584550857544,0.8989923000335693,28.919631958007812,0.8727449774742126,32.66278076171875
0.47193804383277893,0.8855381011962891,21.20407485961914,0.6859259605407715,153.59100341796875,0.5766270160675049,0.8787439465522766,20.163700103759766,0.6649807095527649,153.59100341796875,0.33295899629592896,0.897749662399292,28.720745086669922,0.8721468448638916,24.93914794921875,0.36208900809288025,0.8975784182548523,28.920495986938477,0.8722981810569763,33.11053466796875
0.47296932339668274,0.8864443302154541,21.1790771484375,0.6861021518707275,153.59100341796875,0.5768883228302002,0.8798174858093262,20.153894424438477,0.6651391386985779,153.59100341796875,0.33612990379333496,0.8972880244255066,28.526805877685547,0.8701346516609192,23.80194091796875,0.36420708894729614,0.897786557674408,28.777772903442383,0.8708265423774719,31.46600341796875
0.47127020359039307,0.8854170441627502,21.21160316467285,0.6853823065757751,153.59100341796875,0.5766125917434692,0.8784389495849609,20.166406631469727,0.664518415927887,153.59100341796875,0.332355260848999,0.89738529920578,28.76430320739746,0.8726205825805664,26.07293701171875,0.36126911640167236,0.8971057534217834,28.976848602294922,0.8728430867195129,34.80096435546875
0.47883665561676025,0.8832241892814636,21.181943893432617,0.6836877465248108,153.59100341796875,0.581155002117157,0.876643180847168,20.157215118408203,0.6629913449287415,153.59100341796875,0.34641769528388977,0.8959524631500244,28.628498077392578,0.8695688247680664,26.50555419921875,0.37390559911727905,0.8949956893920898,28.79347801208496,0.8691712021827698,34.72576904296875
0.4758644104003906,0.8825951218605042,21.198766708374023,0.683617115020752,153.59100341796875,0.5783469080924988,0.8759012222290039,20.158512115478516,0.6626961827278137,153.59100341796875,0.3388698399066925,0.8945371508598328,28.62392234802246,0.8698947429656982,26.38836669921875,0.3671511113643646,0.8941337466239929,28.83852195739746,0.870021641254425,35.31024169921875
0.47011759877204895,0.886561393737793,21.213369369506836,0.6866612434387207,153.59100341796875,0.5741990804672241,0.8799418807029724,20.170249938964844,0.6656795144081116,153.59100341796875,0.3278934359550476,0.8975382447242737,28.657255172729492,0.8716561198234558,24.60662841796875,0.35613778233528137,0.8972733020782471,28.901330947875977,0.8718181252479553,33.18670654296875
0.47488725185394287,0.8838503956794739,21.212158203125,0.6849362254142761,153.59100341796875,0.5791054964065552,0.8768189549446106,20.160972595214844,0.6638440489768982,153.59100341796875,0.33668333292007446,0.8958770632743835,28.729917526245117,0.8714337348937988,26.36590576171875,0.3660435974597931,0.8953997492790222,28.90129280090332,0.8713585734367371,35.74969482421875
0.48402664065361023,0.8825201988220215,21.1771297454834,0.6833942532539368,153.59100341796875,0.5844277143478394,0.8757737278938293,20.143512725830078,0.6624658703804016,153.59100341796875,0.3521761894226074,0.8952147364616394,28.560653686523438,0.8684704303741455,26.56317138671875,0.3818209171295166,0.8942402005195618,28.717756271362305,0.868053138256073,35.36834716796875
0.4699174761772156,0.8847437500953674,21.235401153564453,0.6857957243919373,153.59100341796875,0.5763533711433411,0.8777417540550232,20.18118667602539,0.6645652651786804,153.59100341796875,0.3330761194229126,0.8965792059898376,28.84424591064453,0.8731419444084167,26.92205810546875,0.36205363273620605,0.8960340619087219,29.03060531616211,0.8729739189147949,35.79998779296875
0.47350192070007324,0.885058581829071,21.200233459472656,0.6860044598579407,153.59100341796875,0.5781702399253845,0.8784160614013672,20.161245346069336,0.6649848818778992,153.59100341796875,0.33907055854797363,0.8963649272918701,28.600330352783203,0.8697331547737122,25.10272216796875,0.36681726574897766,0.8963205218315125,28.812864303588867,0.8699783682823181,33.07635498046875
